167 301.5 0.149086 0.131611
168 303.3 0.172803 0.138712
169 305.1 0.199562 0.101581
170 306.9 0.229267 0.0274731
171 308.7 0.253002 0.134181
172 310.5 0.286523 0.118209
173 312.3 0.3115 0.0537698
174 314.1 0.344464 0.166747
175 315.9 0.377844 0.0967579
176 317.7 0.408795 0.146246
177 319.5 0.434177 0.210449
178 321.3 0.465589 0.0747133
179 323.1 0.490463 0.244113
180 324.9 0.522618 0.119216
181 326.7 0.545602 0.162334
182 328.5 0.569921 0.202168
183 330.3 0.576398 0.114773
184 332.1 0.586822 0.162144
185 333.9 0.578215 0.334753
186 335.7 0.568889 0.128486
187 337.5 0.556807 0.196232
188 339.3 0.550533 0.169652
189 341.1 0.533269 0.112484
190 342.9 0.507717 0.19818
191 344.7 0.493037 0.210005
192 346.5 0.465858 0.145946
193 348.3 0.442629 0.235875
194 350.1 0.405942 0.252982
195 351.9 0.374141 0.175777
196 353.7 0.345489 0.307064
197 355.5 0.306682 0.205933
198 357.3 0.275005 0.171404
199 359.1 0.234791 0.282599
